                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    721,                 0.3153,                0.29996,                0.64253,                0.96955,                  0.875,                   0.97,                0.65805,                 1.0981,                0.44649,                 1.1926,              0.0002872,              0.0002872,              0.0002872
                    722,                0.53235,                 0.3334,                0.84402,                0.96918,                  0.875,                   0.97,                0.66761,                 1.0972,                0.44825,                 1.1959,             0.00028621,             0.00028621,             0.00028621
                    723,                0.52125,                 0.5004,                0.86778,                0.96854,                  0.875,                   0.97,                0.67335,                 1.0929,                0.45259,                 1.1913,             0.00028522,             0.00028522,             0.00028522
                    724,                0.48189,                0.31103,                 0.8946,                0.96896,                  0.875,                   0.97,                0.66232,                 1.1008,                0.45953,                 1.1982,             0.00028423,             0.00028423,             0.00028423
                    725,                0.48807,                0.33402,                 0.8698,                0.96896,                  0.875,                   0.97,                0.66232,                 1.1008,                0.45953,                 1.1982,             0.00028324,             0.00028324,             0.00028324
                    726,                0.56374,                0.33158,                0.93157,                0.96949,                  0.875,                   0.97,                0.66279,                 1.0955,                0.46064,                 1.1957,             0.00028225,             0.00028225,             0.00028225
                    727,                0.58525,                0.47095,                0.91697,                 0.9727,                  0.875,                   0.97,                0.67301,                 1.0827,                0.46317,                 1.1865,             0.00028126,             0.00028126,             0.00028126
                    728,                  0.598,                0.44369,                0.96911,                0.97882,                  0.875,                   0.97,                0.67318,                 1.0654,                0.46727,                 1.1732,             0.00028027,             0.00028027,             0.00028027
                    729,                0.54592,                0.35202,                0.89576,                0.97882,                  0.875,                   0.97,                0.67318,                 1.0654,                0.46727,                 1.1732,             0.00027928,             0.00027928,             0.00027928
                    730,                0.70151,                0.36293,                0.93896,                0.98335,                0.86981,                   0.97,                0.67159,                   1.05,                0.46981,                  1.164,             0.00027829,             0.00027829,             0.00027829
                    731,                0.47729,                0.39137,                0.81008,                0.98373,                0.86883,                   0.97,                 0.6724,                 1.0644,                0.48206,                 1.1705,              0.0002773,              0.0002773,              0.0002773
                    732,                0.49859,                0.33541,                0.89339,                0.83346,                0.99313,                   0.97,                0.66428,                 1.0566,                0.46829,                 1.1649,             0.00027631,             0.00027631,             0.00027631
                    733,                0.64506,                0.75891,                0.96716,                0.83346,                0.99313,                   0.97,                0.66428,                 1.0566,                0.46829,                 1.1649,             0.00027532,             0.00027532,             0.00027532
                    734,                0.36872,                0.27603,                0.86457,                 0.9783,                0.85333,                   0.97,                 0.6782,                 1.0246,                0.46636,                 1.1467,             0.00027433,             0.00027433,             0.00027433
                    735,                0.51441,                0.30278,                 0.8791,                0.82696,                0.98821,                  0.945,                0.67868,                 1.0137,                0.47282,                 1.1402,             0.00027334,             0.00027334,             0.00027334
                    736,                0.30794,                0.25618,                0.58484,                0.83169,                0.99244,                  0.945,                0.68981,                  1.007,                0.46269,                 1.1391,             0.00027235,             0.00027235,             0.00027235
                    737,                0.36787,                0.31007,                0.55782,                0.83169,                0.99244,                  0.945,                0.68981,                  1.007,                0.46269,                 1.1391,             0.00027136,             0.00027136,             0.00027136
                    738,                0.45069,                0.34299,                0.84708,                0.82972,                 0.9908,                  0.945,                0.68954,                  1.001,                0.45785,                 1.1394,             0.00027037,             0.00027037,             0.00027037
                    739,                0.76476,                0.39908,                0.93928,                0.82577,                0.98849,                  0.945,                0.69071,                 1.0075,                0.46494,                 1.1441,             0.00026938,             0.00026938,             0.00026938
                    740,                0.46538,                0.29909,                0.86198,                0.82959,                0.99079,                  0.945,                0.69251,                   1.01,                0.45703,                 1.1478,             0.00026839,             0.00026839,             0.00026839
                    741,                0.66682,                0.52035,                 0.9232,                0.82959,                0.99079,                  0.945,                0.69251,                   1.01,                0.45703,                 1.1478,              0.0002674,              0.0002674,              0.0002674
                    742,                 0.5559,                0.30362,                0.88211,                 0.8311,                0.99198,                  0.945,                0.68678,                 1.0218,                0.46716,                 1.1556,             0.00026641,             0.00026641,             0.00026641
                    743,                0.44416,                0.31438,                0.91218,                 0.8266,                0.98749,                  0.945,                0.68678,                  1.021,                0.46706,                 1.1525,             0.00026542,             0.00026542,             0.00026542
                    744,                0.49722,                0.30084,                0.85315,                0.82806,                0.98828,                  0.945,                0.69737,                 1.0294,                 0.4672,                 1.1544,             0.00026443,             0.00026443,             0.00026443
                    745,                0.44908,                0.34347,                0.82547,                0.82806,                0.98828,                  0.945,                0.69737,                 1.0294,                 0.4672,                 1.1544,             0.00026344,             0.00026344,             0.00026344
                    746,                0.36299,                0.26948,                0.85621,                0.83062,                 0.9908,                  0.945,                0.70704,                 1.0234,                0.46938,                 1.1473,             0.00026245,             0.00026245,             0.00026245
                    747,                0.61672,                0.42755,                0.89081,                 0.8268,                0.98579,                  0.945,                0.69428,                 1.0255,                0.47599,                 1.1435,             0.00026146,             0.00026146,             0.00026146
                    748,                0.68921,                0.36199,                  1.013,                0.81373,                0.97054,                  0.945,                0.68684,                 1.0221,                0.48019,                 1.1365,             0.00026047,             0.00026047,             0.00026047
                    749,                0.28668,                0.37203,                0.54639,                0.81373,                0.97054,                  0.945,                0.68684,                 1.0221,                0.48019,                 1.1365,             0.00025948,             0.00025948,             0.00025948
                    750,                0.32753,                0.57294,                0.57716,                0.79746,                0.97484,                  0.945,                0.68111,                 1.0102,                0.48295,                 1.1234,             0.00025849,             0.00025849,             0.00025849
                    751,                0.52151,                 0.3122,                0.83742,                0.78352,                0.98057,                  0.945,                0.67157,                0.99922,                0.47789,                 1.1126,              0.0002575,              0.0002575,              0.0002575
                    752,                0.46659,                0.38338,                 0.9181,                0.78015,                0.98183,                  0.945,                0.67132,                 1.0015,                0.48289,                 1.1096,             0.00025651,             0.00025651,             0.00025651
                    753,                 0.4953,                  0.328,                0.88576,                0.78015,                0.98183,                  0.945,                0.67132,                 1.0015,                0.48289,                 1.1096,             0.00025552,             0.00025552,             0.00025552
                    754,                0.59337,                0.36581,                0.93372,                 0.7773,                0.98004,                  0.945,                0.68439,                0.99522,                0.48965,                 1.1054,             0.00025453,             0.00025453,             0.00025453
                    755,                0.51602,                 0.3581,                0.83677,                0.77593,                0.97714,                  0.945,                 0.6839,                0.98823,                0.50329,                 1.0978,             0.00025354,             0.00025354,             0.00025354
                    756,                0.62421,                0.43329,                0.92587,                0.77506,                0.97409,                  0.945,                 0.6938,                0.98071,                0.51094,                 1.0892,             0.00025255,             0.00025255,             0.00025255
                    757,                0.56558,                 0.3071,                 0.8841,                0.77506,                0.97409,                  0.945,                 0.6938,                0.98071,                0.51094,                 1.0892,             0.00025156,             0.00025156,             0.00025156
                    758,                  0.509,                0.32641,                 0.8482,                0.77473,                0.97834,                  0.945,                0.69354,                0.99116,                0.51858,                 1.0943,             0.00025057,             0.00025057,             0.00025057
                    759,                0.41797,                0.28954,                0.86663,                0.77705,                0.98604,                  0.945,                0.68672,                0.99211,                0.51862,                 1.0971,             0.00024958,             0.00024958,             0.00024958
                    760,                0.33895,                0.29116,                0.62089,                0.78147,                 0.9917,                  0.945,                0.70267,                0.96177,                0.51019,                  1.084,             0.00024859,             0.00024859,             0.00024859
                    761,                0.43822,                0.28904,                 0.9172,                0.78147,                 0.9917,                  0.945,                0.70267,                0.96177,                0.51019,                  1.084,              0.0002476,              0.0002476,              0.0002476
                    762,                0.58829,                0.33327,                0.80278,                0.79084,                0.99266,                  0.945,                0.71353,                0.93703,                 0.5046,                 1.0723,             0.00024661,             0.00024661,             0.00024661
                    763,                0.37555,                0.29058,                0.88556,                0.79959,                0.99297,                  0.945,                0.71245,                0.92896,                 0.5027,                 1.0708,             0.00024562,             0.00024562,             0.00024562
                    764,                0.54928,                0.33702,                0.90801,                0.80455,                0.99349,                  0.945,                0.71338,                0.93176,                0.48906,                 1.0736,             0.00024463,             0.00024463,             0.00024463
                    765,                0.44142,                0.30936,                0.83938,                0.80455,                0.99349,                  0.945,                0.71338,                0.93176,                0.48906,                 1.0736,             0.00024364,             0.00024364,             0.00024364
                    766,                0.60234,                0.37854,                0.91504,                 0.8146,                0.99272,                  0.945,                0.70775,                0.94352,                0.48735,                 1.0834,             0.00024265,             0.00024265,             0.00024265
                    767,                0.51165,                0.39502,                0.87126,                0.81317,                0.99349,                  0.945,                0.70775,                0.96149,                0.48537,                 1.0951,             0.00024166,             0.00024166,             0.00024166
                    768,                0.41003,                0.27621,                0.80942,                0.80657,                0.99517,                  0.945,                0.70775,                0.98234,                0.48108,                 1.1096,             0.00024067,             0.00024067,             0.00024067
                    769,                 0.4976,                0.32926,                0.87904,                0.80657,                0.99517,                  0.945,                0.70775,                0.98234,                0.48108,                 1.1096,             0.00023968,             0.00023968,             0.00023968
                    770,                0.37872,                 0.3358,                0.86254,                0.81152,                0.99927,                  0.945,                0.69887,                 0.9939,                0.47787,                 1.1213,             0.00023869,             0.00023869,             0.00023869
                    771,                0.45475,                0.30555,                0.82557,                0.80991,                      1,                  0.945,                0.69887,                 1.0142,                0.48009,                 1.1338,              0.0002377,              0.0002377,              0.0002377
                    772,                0.44886,                0.32528,                0.92042,                0.81894,                      1,                  0.945,                0.69067,                 1.0309,                0.48294,                 1.1458,             0.00023671,             0.00023671,             0.00023671
                    773,                0.59425,                0.31355,                 1.1255,                0.81894,                      1,                  0.945,                0.69067,                 1.0309,                0.48294,                 1.1458,             0.00023572,             0.00023572,             0.00023572
                    774,                0.53573,                0.31246,                0.86432,                0.82615,                      1,                  0.945,                0.69067,                   1.04,                0.47343,                 1.1491,             0.00023473,             0.00023473,             0.00023473
                    775,                0.58333,                0.37896,                0.90892,                0.82649,                      1,                  0.945,                0.69149,                 1.0317,                0.46848,                 1.1462,             0.00023374,             0.00023374,             0.00023374
                    776,                0.58598,                0.32282,                0.85363,                0.82389,                      1,                  0.945,                0.69149,                 1.0176,                0.47602,                 1.1394,             0.00023275,             0.00023275,             0.00023275
                    777,                0.41678,                0.31072,                0.82925,                0.82389,                      1,                  0.945,                0.69149,                 1.0176,                0.47602,                 1.1394,             0.00023176,             0.00023176,             0.00023176
                    778,                0.58961,                0.52926,                0.93752,                   0.82,                      1,                  0.945,                0.69231,                 1.0044,                 0.4683,                 1.1307,             0.00023077,             0.00023077,             0.00023077
                    779,                0.62673,                0.34379,                0.89185,                0.82344,                      1,                  0.945,                0.69231,                 1.0055,                0.47208,                 1.1304,             0.00022978,             0.00022978,             0.00022978
                    780,                0.95892,                0.40618,                  1.527,                0.80249,                      1,                  0.945,                 0.6915,                0.98196,                0.46791,                 1.1174,             0.00022879,             0.00022879,             0.00022879
                    781,                0.42713,                0.30554,                0.88675,                0.80249,                      1,                  0.945,                 0.6915,                0.98196,                0.46791,                 1.1174,              0.0002278,              0.0002278,              0.0002278
                    782,                0.46404,                0.29389,                0.88171,                0.79744,                      1,                  0.945,                0.67969,                 0.9943,                0.47593,                 1.1226,             0.00022681,             0.00022681,             0.00022681
                    783,                0.49766,                0.32175,                0.87687,                0.80559,                      1,                  0.945,                0.68244,                  1.012,                0.47806,                 1.1303,             0.00022582,             0.00022582,             0.00022582
                    784,                0.38956,                0.31928,                0.87407,                0.81124,                0.99586,                  0.945,                0.68262,                 1.0322,                0.47959,                  1.136,             0.00022483,             0.00022483,             0.00022483
                    785,                0.50132,                0.34516,                0.84093,                0.81124,                0.99586,                  0.945,                0.68262,                 1.0322,                0.47959,                  1.136,             0.00022384,             0.00022384,             0.00022384
                    786,                0.57309,                0.36538,                0.94316,                0.81094,                0.98978,                  0.945,                0.67362,                 1.0616,                0.48548,                 1.1522,             0.00022285,             0.00022285,             0.00022285
                    787,                0.44122,                0.26809,                0.86473,                0.82707,                0.98885,                  0.945,                0.67738,                 1.0794,                0.49387,                 1.1615,             0.00022186,             0.00022186,             0.00022186
                    788,                0.64884,                0.41114,                0.94925,                0.83121,                 0.9918,                  0.945,                0.67738,                 1.0981,                0.49236,                 1.1701,             0.00022087,             0.00022087,             0.00022087
                    789,                0.42244,                0.27582,                  0.864,                0.83121,                 0.9918,                  0.945,                0.67738,                 1.0981,                0.49236,                 1.1701,             0.00021988,             0.00021988,             0.00021988
                    790,                0.46599,                0.31405,                0.83982,                0.83488,                0.99391,                   0.97,                0.69951,                  1.109,                 0.4931,                 1.1742,             0.00021889,             0.00021889,             0.00021889
                    791,                0.58415,                0.34345,                 0.9765,                0.83707,                 0.9942,                   0.97,                0.69171,                 1.1107,                0.49012,                  1.175,              0.0002179,              0.0002179,              0.0002179
                    792,                0.31604,                0.62053,                0.63076,                0.83627,                0.99351,                   0.97,                0.69004,                 1.1152,                0.48769,                 1.1761,             0.00021691,             0.00021691,             0.00021691
                    793,                0.59908,                0.37132,                0.91176,                0.83627,                0.99351,                   0.97,                0.69004,                 1.1152,                0.48769,                 1.1761,             0.00021592,             0.00021592,             0.00021592
                    794,                0.66777,                0.36798,                 1.1928,                0.83241,                  0.993,                  0.945,                0.67655,                  1.111,                0.49871,                 1.1752,             0.00021493,             0.00021493,             0.00021493
                    795,                0.50676,                0.29019,                0.88435,                0.83337,                0.99327,                  0.945,                0.67644,                 1.0849,                0.48753,                 1.1629,             0.00021394,             0.00021394,             0.00021394
                    796,                0.53581,                 0.3331,                0.89288,                0.83492,                0.99317,                  0.945,                0.67644,                 1.0763,                0.48196,                 1.1604,             0.00021295,             0.00021295,             0.00021295
                    797,                0.55221,                0.35918,                0.92813,                0.83492,                0.99317,                  0.945,                0.67644,                 1.0763,                0.48196,                 1.1604,             0.00021196,             0.00021196,             0.00021196
                    798,                0.52651,                0.36194,                0.83558,                0.82751,                0.98505,                  0.945,                0.67923,                 1.0517,                0.48841,                 1.1472,             0.00021097,             0.00021097,             0.00021097
                    799,                0.42754,                 0.3219,                0.95837,                0.81268,                 0.9642,                  0.945,                0.68694,                 1.0228,                0.50084,                 1.1336,             0.00020998,             0.00020998,             0.00020998
                    800,                0.61132,                0.36551,                0.98976,                0.77674,                0.96325,                  0.945,                0.69885,                0.98773,                0.51164,                 1.1135,             0.00020899,             0.00020899,             0.00020899
                    801,                0.59272,                0.30489,                0.93837,                0.77674,                0.96325,                  0.945,                0.69885,                0.98773,                0.51164,                 1.1135,               0.000208,               0.000208,               0.000208
                    802,                0.59207,                0.31613,                 1.0541,                0.76323,                0.94979,                  0.945,                0.70826,                 0.9619,                0.51889,                 1.0979,             0.00020701,             0.00020701,             0.00020701
                    803,                0.56388,                0.43235,                0.89995,                0.71769,                0.97945,                  0.945,                0.71793,                0.93198,                0.53489,                 1.0827,             0.00020602,             0.00020602,             0.00020602
                    804,                0.51423,                0.59147,                0.85917,                0.71668,                0.97974,                  0.945,                0.71817,                 0.9194,                0.52268,                 1.0761,             0.00020503,             0.00020503,             0.00020503
                    805,                 0.4811,                0.28505,                0.91765,                0.71668,                0.97974,                  0.945,                0.71817,                 0.9194,                0.52268,                 1.0761,             0.00020404,             0.00020404,             0.00020404
                    806,                0.57219,                0.35915,                0.94925,                0.71294,                0.98016,                  0.945,                0.71826,                0.91429,                0.52827,                 1.0718,             0.00020305,             0.00020305,             0.00020305
                    807,                0.55007,                0.30305,                0.93114,                0.70952,                0.98157,                  0.945,                0.71866,                0.90881,                0.53281,                 1.0673,             0.00020206,             0.00020206,             0.00020206
                    808,                0.59098,                0.45755,                0.84749,                0.70767,                 0.9823,                  0.945,                0.71924,                0.90398,                 0.5326,                 1.0621,             0.00020107,             0.00020107,             0.00020107
                    809,                0.43366,                0.28703,                0.81101,                0.70767,                 0.9823,                  0.945,                0.71924,                0.90398,                 0.5326,                 1.0621,             0.00020008,             0.00020008,             0.00020008
                    810,                0.32339,                0.26102,                0.58157,                0.70614,                 0.9831,                  0.945,                0.71354,                0.91286,                0.53974,                 1.0668,             0.00019909,             0.00019909,             0.00019909
                    811,                0.73901,                0.77866,                 1.1841,                0.70217,                0.97898,                   0.92,                0.69339,                0.93163,                0.56419,                 1.0757,              0.0001981,              0.0001981,              0.0001981
                    812,                 0.4534,                0.30553,                0.95255,                0.69969,                0.97037,                   0.92,                0.68374,                0.96073,                0.58916,                  1.091,             0.00019711,             0.00019711,             0.00019711
                    813,                0.53765,                0.32292,                0.88937,                0.69969,                0.97037,                   0.92,                0.68374,                0.96073,                0.58916,                  1.091,             0.00019612,             0.00019612,             0.00019612
                    814,                0.45371,                0.28885,                0.83753,                 0.7002,                 0.9734,                   0.92,                0.68795,                0.97892,                0.59327,                 1.0996,             0.00019513,             0.00019513,             0.00019513
                    815,                0.44843,                0.27436,                0.80641,                0.70053,                0.97695,                   0.92,                0.66578,                0.98787,                0.59847,                 1.1045,             0.00019414,             0.00019414,             0.00019414
                    816,                0.38916,                0.29585,                0.97659,                0.70212,                0.98221,                   0.92,                0.66578,                0.99954,                0.59399,                 1.1058,             0.00019315,             0.00019315,             0.00019315
                    817,                0.42348,                0.32372,                0.86125,                0.70212,                0.98221,                   0.92,                0.66578,                0.99954,                0.59399,                 1.1058,             0.00019216,             0.00019216,             0.00019216
                    818,                0.44058,                 0.2552,                0.78524,                0.78527,                0.86587,                   0.92,                0.66672,                0.99996,                0.59641,                  1.105,             0.00019117,             0.00019117,             0.00019117
                    819,                0.48431,                0.30553,                0.90106,                0.79424,                0.86566,                   0.92,                0.66672,                 1.0104,                0.60228,                 1.1129,             0.00019018,             0.00019018,             0.00019018
                    820,                0.49347,                0.31941,                0.87266,                0.81145,                0.88895,                   0.92,                 0.6664,                 1.0309,                  0.588,                 1.1223,             0.00018919,             0.00018919,             0.00018919
                    821,                0.49818,                0.32407,                0.94607,                0.81145,                0.88895,                   0.92,                 0.6664,                 1.0309,                  0.588,                 1.1223,              0.0001882,              0.0001882,              0.0001882
                    822,                0.34531,                0.53043,                0.57597,                0.80398,                 0.8816,                  0.945,                0.67548,                 1.0415,                0.58828,                 1.1279,             0.00018721,             0.00018721,             0.00018721
                    823,                0.53914,                0.35327,                0.84619,                0.78045,                0.87577,                  0.945,                0.67484,                 1.0399,                0.58579,                 1.1299,             0.00018622,             0.00018622,             0.00018622
                    824,                0.39681,                0.31679,                0.84871,                0.77442,                0.88378,                  0.945,                0.67484,                 1.0384,                0.57782,                 1.1323,             0.00018523,             0.00018523,             0.00018523
                    825,                0.41179,                0.30317,                 0.8546,                0.77442,                0.88378,                  0.945,                0.67484,                 1.0384,                0.57782,                 1.1323,             0.00018424,             0.00018424,             0.00018424
                    826,                0.53595,                0.34065,                0.89417,                 0.7965,                0.89066,                  0.945,                0.68682,                 1.0331,                0.56552,                 1.1344,             0.00018325,             0.00018325,             0.00018325
                    827,                0.35281,                0.30379,                0.62737,                0.80002,                0.89959,                  0.945,                0.68698,                 1.0324,                0.55865,                 1.1392,             0.00018226,             0.00018226,             0.00018226
                    828,                0.45812,                0.32377,                0.81106,                0.81066,                 0.9097,                  0.945,                0.67924,                 1.0323,                0.54584,                 1.1462,             0.00018127,             0.00018127,             0.00018127
                    829,                0.60539,                0.37498,                0.92947,                0.81066,                 0.9097,                  0.945,                0.67924,                 1.0323,                0.54584,                 1.1462,             0.00018028,             0.00018028,             0.00018028
                    830,                 0.3982,                0.29951,                0.88079,                0.95737,                0.85912,                   0.97,                 0.7119,                 1.0336,                0.53189,                 1.1523,             0.00017929,             0.00017929,             0.00017929
                    831,                0.61673,                0.38987,                 1.1075,                0.95799,                0.85595,                   0.97,                 0.7119,                 1.0312,                0.52895,                 1.1547,              0.0001783,              0.0001783,              0.0001783
                    832,                0.46821,                0.27883,                0.86283,                0.95532,                0.85536,                   0.97,                0.70686,                 1.0182,                0.51635,                 1.1518,             0.00017731,             0.00017731,             0.00017731
                    833,                0.46064,                 0.3354,                0.91239,                0.95532,                0.85536,                   0.97,                0.70686,                 1.0182,                0.51635,                 1.1518,             0.00017632,             0.00017632,             0.00017632
                    834,                0.40413,                0.27797,                0.86711,                0.95352,                0.85338,                   0.97,                0.70686,                0.98879,                0.49998,                 1.1397,             0.00017533,             0.00017533,             0.00017533
                    835,                0.55085,                0.28646,                0.86934,                0.95884,                  0.875,                   0.97,                0.70486,                0.96287,                0.47664,                 1.1257,             0.00017434,             0.00017434,             0.00017434
                    836,                0.56479,                0.35195,                0.85047,                0.95347,                  0.875,                   0.97,                0.70486,                0.93823,                 0.4586,                 1.1087,             0.00017335,             0.00017335,             0.00017335
                    837,                0.44215,                0.31794,                0.87322,                0.95347,                  0.875,                   0.97,                0.70486,                0.93823,                 0.4586,                 1.1087,             0.00017236,             0.00017236,             0.00017236
                    838,                0.45411,                0.32383,                0.81179,                0.95605,                  0.875,                   0.97,                0.71346,                0.92759,                0.44516,                 1.1045,             0.00017137,             0.00017137,             0.00017137
                    839,                0.39385,                 0.2943,                0.89241,                0.95958,                  0.875,                   0.97,                0.71339,                0.90998,                0.43795,                 1.0997,             0.00017038,             0.00017038,             0.00017038
                    840,                0.53605,                0.34202,                0.90292,                0.95772,                  0.875,                   0.97,                0.71327,                0.89878,                 0.4258,                 1.0968,             0.00016939,             0.00016939,             0.00016939
                    841,                0.51034,                0.30831,                0.78344,                0.95772,                  0.875,                   0.97,                0.71327,                0.89878,                 0.4258,                 1.0968,              0.0001684,              0.0001684,              0.0001684
                    842,                 0.4172,                0.27743,                0.82825,                0.95757,                  0.875,                   0.97,                0.71235,                0.89517,                0.42093,                 1.0956,             0.00016741,             0.00016741,             0.00016741
                    843,                0.55072,                0.30416,                0.89437,                0.95923,                  0.875,                   0.97,                0.72012,                0.90906,                0.42562,                 1.1042,             0.00016642,             0.00016642,             0.00016642
                    844,                0.41788,                0.30982,                0.87163,                0.95949,                  0.875,                   0.97,                0.72006,                0.92453,                0.41913,                 1.1075,             0.00016543,             0.00016543,             0.00016543
                    845,                0.52554,                 0.2982,                0.92823,                0.95949,                  0.875,                   0.97,                0.72006,                0.92453,                0.41913,                 1.1075,             0.00016444,             0.00016444,             0.00016444
                    846,                0.52786,                0.35372,                0.83066,                0.95856,                  0.875,                   0.97,                0.72006,                0.95334,                0.43275,                 1.1208,             0.00016345,             0.00016345,             0.00016345
                    847,                0.44651,                0.36766,                 0.8416,                0.96003,                  0.875,                   0.97,                0.70091,                0.99768,                0.43761,                 1.1418,             0.00016246,             0.00016246,             0.00016246
                    848,                0.61979,                 0.3049,                0.93373,                0.96526,                  0.875,                   0.97,                0.69945,                 1.0487,                0.43322,                 1.1675,             0.00016147,             0.00016147,             0.00016147
                    849,                0.46699,                0.34157,                0.85604,                0.96526,                  0.875,                   0.97,                0.69945,                 1.0487,                0.43322,                 1.1675,             0.00016048,             0.00016048,             0.00016048
                    850,                0.47963,                0.31972,                0.81451,                0.96526,                  0.875,                   0.97,                0.67544,                 1.0868,                0.44032,                 1.1889,             0.00015949,             0.00015949,             0.00015949
                    851,                0.31918,                0.32738,                0.58195,                0.96767,                  0.875,                   0.97,                0.67553,                 1.1081,                0.44355,                 1.2018,              0.0001585,              0.0001585,              0.0001585
                    852,                0.54802,                0.35312,                0.96192,                 0.9648,                  0.875,                   0.97,                0.65671,                  1.109,                0.44367,                 1.1991,             0.00015751,             0.00015751,             0.00015751
                    853,                 0.6601,                0.43594,                 1.0789,                 0.9648,                  0.875,                   0.97,                0.65671,                  1.109,                0.44367,                 1.1991,             0.00015652,             0.00015652,             0.00015652
                    854,                0.48805,                0.27128,                0.88469,                0.96695,                  0.875,                   0.97,                 0.6283,                 1.1263,                0.45402,                  1.211,             0.00015553,             0.00015553,             0.00015553
